,entrezgene_id,KEGG_family,KEGG_node,KEGG_subnode
140,58150,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Mesodermal Twist-like factors"
141,368662,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Mesodermal Twist-like factors"
142,110438133,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Mesodermal Twist-like factors"
143,402968,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, HEN"
144,100148845,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Mesp"
145,58070,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Mesp"
146,360135,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Mesp"
147,30169,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
148,114435,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
149,266958,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
150,114414,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
151,114415,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
152,30239,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
153,114411,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
154,30303,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
155,58216,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
156,100498672,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
157,561606,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
158,101882251,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
159,323481,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
160,325288,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
161,566728,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
162,100001484,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
163,324857,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
164,777671,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Atonal"
165,393930,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Pancreatic factors"
166,559796,dre03000,Basic helix-loop-helix (bHLH),"Tal/Twist/Atonal/Hen, Pancreatic factors"
167,30288,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
168,140613,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
169,559147,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
170,373116,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
171,30287,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
172,323656,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
173,751634,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
174,565269,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
175,58132,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
176,30285,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
177,30289,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
178,402914,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
179,100534909,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
180,359836,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
181,100148329,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
182,30300,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
183,100149066,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
184,335134,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
185,58008,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
186,58146,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
187,324413,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
188,563771,dre03000,Basic helix-loop-helix (bHLH),"Hairy, Hairy/E(SPL)"
189,554265,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
190,565319,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
191,641291,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
192,393202,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
193,393376,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
194,797150,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
195,555192,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
196,566886,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
197,493634,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
198,64277,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
199,559419,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
200,570491,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
201,352934,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
202,30140,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
203,352927,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
204,58098,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
205,352935,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
206,58099,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
207,260351,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
208,566656,dre03000,Basic helix-loop-helix (bHLH),Factors with PAS domain
209,30493,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
210,266599,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
211,321364,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
212,246093,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
213,664761,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
214,30692,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
215,565310,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
216,567751,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
217,557777,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
218,100537342,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
219,556476,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
220,553373,dre03000,Basic helix-loop-helix (bHLH),HLH domain only
221,114834,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
222,564996,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
223,562289,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
224,556894,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
225,30080,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
226,114833,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
227,567297,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
228,393266,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
229,406475,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
230,793274,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
231,100037309,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
232,100318080,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),Ubiquitous bHLH-ZIP factors
233,393141,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Myc"
234,30686,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Myc"
235,252851,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Myc"
236,567762,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Myc"
237,405873,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Myc"
238,30467,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
239,798052,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
240,554119,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
241,100535945,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
242,570082,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
243,30485,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
244,394031,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
245,559531,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
246,556663,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
247,559570,dre03000,Basic helix-loop-helix/leucine zipper (bHLH-ZIP),"Cell cycle controlling factors, Mad/Max"
248,556665,dre03000,Other basic domains,NF-1
249,100005568,dre03000,Other basic domains,NF-1
250,678521,dre03000,Other basic domains,NF-1
251,103909284,dre03000,Other basic domains,NF-1
252,555183,dre03000,Other basic domains,RF-X
253,503590,dre03000,Other basic domains,RF-X
254,570989,dre03000,Other basic domains,RF-X
255,100038773,dre03000,Other basic domains,RF-X
256,403016,dre03000,Other basic domains,RF-X
257,101884332,dre03000,Other basic domains,RF-X
258,556925,dre03000,Other basic domains,RF-X
259,140618,dre03000,Other basic domains,AP-2 (bHSH)
260,494033,dre03000,Other basic domains,AP-2 (bHSH)
261,566838,dre03000,Other basic domains,AP-2 (bHSH)
262,393794,dre03000,Other basic domains,AP-2 (bHSH)
263,30670,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
264,558427,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
265,30607,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
266,555364,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
267,30680,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
268,30606,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
269,100034753,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
270,557714,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
271,563298,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
272,30754,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
273,30750,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
274,557037,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
275,494487,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
276,563150,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
277,571948,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
278,30271,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
279,402815,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
280,554722,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
281,564951,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
282,100004847,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
283,567943,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
284,559245,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
285,562258,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
286,548341,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
287,436847,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
288,557500,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
289,30076,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
290,564511,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
291,565875,dre03000,Zinc finger,Cys4 thyroid hormone receptor-like
292,322358,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
293,557104,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
294,324010,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
295,555578,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
296,30464,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
297,30530,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
298,436617,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
299,553649,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
300,569321,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
301,445214,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
302,492496,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
303,30418,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
304,393564,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
305,30424,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
306,30427,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
307,325637,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
308,406522,dre03000,Zinc finger,Cys4 hepatocyte nuclear factor 4-like
309,259252,dre03000,Zinc finger,Cys4 estrogen receptor-like
310,317734,dre03000,Zinc finger,Cys4 estrogen receptor-like
311,317733,dre03000,Zinc finger,Cys4 estrogen receptor-like
312,405891,dre03000,Zinc finger,Cys4 estrogen receptor-like
313,407693,dre03000,Zinc finger,Cys4 estrogen receptor-like
314,405890,dre03000,Zinc finger,Cys4 estrogen receptor-like
315,407691,dre03000,Zinc finger,Cys4 estrogen receptor-like
316,407692,dre03000,Zinc finger,Cys4 estrogen receptor-like
317,553740,dre03000,Zinc finger,Cys4 estrogen receptor-like
318,562171,dre03000,Zinc finger,Cys4 estrogen receptor-like
319,569575,dre03000,Zinc finger,Cys4 estrogen receptor-like
320,100005148,dre03000,Zinc finger,Cys4 estrogen receptor-like
321,431720,dre03000,Zinc finger,Cys4 nerve growth factor IB-like
322,436679,dre03000,Zinc finger,Cys4 nerve growth factor IB-like
323,100008101,dre03000,Zinc finger,Cys4 nerve growth factor IB-like
324,548604,dre03000,Zinc finger,Cys4 nerve growth factor IB-like
325,30749,dre03000,Zinc finger,Cys4 Fushi tarazu-F1-like
326,83916,dre03000,Zinc finger,Cys4 Fushi tarazu-F1-like
327,407626,dre03000,Zinc finger,Cys4 Fushi tarazu-F1-like
328,405759,dre03000,Zinc finger,Cys4 Fushi tarazu-F1-like
329,30506,dre03000,Zinc finger,Cys4 germ cell nuclear factor
330,497167,dre03000,Zinc finger,Cys4 germ cell nuclear factor
331,100001692,dre03000,Zinc finger,Cys4 Knirps/DAX1-like
332,403010,dre03000,Zinc finger,Cys4 Knirps/DAX1-like
333,30480,dre03000,Zinc finger,Cys4 GATA-factors
334,30481,dre03000,Zinc finger,Cys4 GATA-factors
335,436962,dre03000,Zinc finger,Cys4 GATA-factors
336,30458,dre03000,Zinc finger,Cys4 GATA-factors
337,30483,dre03000,Zinc finger,Cys4 GATA-factors
338,30482,dre03000,Zinc finger,Cys4 GATA-factors
339,58076,dre03000,Zinc finger,Cys4 GATA-factors
340,751739,dre03000,Zinc finger,Cys4 GATA-factors
341,795613,dre03000,Zinc finger,Cys4 GATA-factors
342,678617,dre03000,Zinc finger,Cys4 GATA-factors
343,405852,dre03000,Zinc finger,Cys4 GATA-factors
344,562045,dre03000,Zinc finger,Cys4 GATA-factors
345,569081,dre03000,Zinc finger,Cys4 GATA-factors
346,799473,dre03000,Zinc finger,Cys4 GATA-factors
347,326078,dre03000,Zinc finger,Cys4 GATA-factors
